Date,Open,High,Low,Close,Adj Close,Volume
2013-03-12,303.000000,303.000000,42.889999,56.560001,56.560001,569
2013-03-13,56.560001,56.560001,48.630001,48.770000,48.770000,345
2013-03-14,48.770000,55.500000,48.770000,55.500000,55.500000,714
2013-03-15,55.500000,56.000000,49.220001,49.220001,49.220001,1264
2013-03-16,49.220001,56.060001,49.220001,56.000000,56.000000,216
2013-03-17,56.000000,56.930000,55.000000,55.000000,55.000000,1081
2013-03-18,55.000000,57.880001,55.000000,57.880001,57.880001,142
2013-03-19,57.880001,70.000000,57.880001,70.000000,70.000000,60
2013-03-20,70.000000,73.070000,63.430000,69.580002,69.580002,658
2013-03-21,69.580002,84.000000,68.250000,75.410004,75.410004,906
2013-03-22,110.000000,110.000000,75.000000,85.089996,85.089996,676
2013-03-23,85.089996,88.000000,70.730003,78.000000,78.000000,689
2013-03-24,78.000000,80.000000,78.000000,80.000000,80.000000,242
2013-03-25,70.730003,74.360001,70.730003,74.360001,74.360001,110
2013-03-26,80.000000,92.449997,74.360001,81.209999,81.209999,456
2013-03-27,92.449997,102.699997,81.209999,101.720001,101.720001,1804
2013-03-28,101.720001,109.760002,82.820000,103.900002,103.900002,1138
2013-03-29,99.489998,103.900002,83.470001,102.000000,102.000000,307
2013-03-30,102.000000,105.000000,102.000000,105.000000,105.000000,310
2013-03-31,105.000000,105.000000,99.879997,100.589996,100.589996,603
2013-03-31,101.559998,115.239998,95.779999,104.360001,104.360001,4073
2013-04-01,115.000000,120.900002,104.360001,120.709999,120.709999,962
2013-04-02,120.900002,147.889999,120.900002,123.790001,123.790001,3025
2013-04-03,123.790001,164.889999,123.790001,164.889999,164.889999,3503
2013-04-04,139.710007,166.250000,139.710007,161.740005,161.740005,1455
2013-04-05,153.389999,175.000000,149.889999,170.000000,170.000000,2022
2013-04-06,170.000000,180.190002,138.110001,174.009995,174.009995,1871
2013-04-07,174.009995,208.360001,161.570007,197.610001,197.610001,3484
2013-04-08,197.610001,305.000000,197.610001,305.000000,305.000000,7501
2013-04-09,305.000000,338.529999,151.740005,253.639999,253.639999,3763
2013-04-10,262.140015,262.140015,122.449997,151.649994,151.649994,2479
2013-04-11,122.449997,124.000000,106.180000,111.410004,111.410004,1771
2013-04-12,111.410004,165.199997,109.970001,150.000000,150.000000,3607
2013-04-13,150.000000,150.000000,140.000000,142.139999,142.139999,1016
2013-04-14,142.139999,150.000000,100.000000,100.000000,100.000000,1858
2013-04-15,100.000000,103.730003,69.480003,75.000000,75.000000,2128
2013-04-16,75.000000,214.470001,75.000000,214.470001,214.470001,1959
2013-04-17,107.379997,108.730003,107.379997,108.730003,108.730003,100
2013-04-18,108.730003,135.419998,108.730003,134.139999,134.139999,322
2013-04-19,134.139999,134.139999,134.139999,134.139999,134.139999,0
2013-04-20,134.139999,140.699997,134.139999,140.699997,140.699997,367
2013-04-21,140.699997,140.699997,94.000000,107.379997,107.379997,219
2013-04-22,137.830002,148.229996,137.830002,148.229996,148.229996,1041
2013-04-23,148.229996,159.250000,148.229996,159.250000,159.250000,20
2013-04-24,159.250000,168.229996,159.250000,164.820007,164.820007,1085
2013-04-25,164.820007,165.649994,143.289993,144.389999,144.389999,515
2013-04-26,144.389999,155.679993,141.190002,155.679993,155.679993,1900
2013-04-27,155.679993,170.710007,155.679993,170.710007,170.710007,530
2013-04-28,170.710007,170.710007,153.550003,153.550003,153.550003,225
2013-04-29,153.550003,198.350006,146.059998,167.169998,167.169998,5640
2013-04-30,167.169998,191.009995,133.240005,133.240005,133.240005,2660
2013-05-01,133.240005,133.240005,112.580002,116.879997,116.879997,748
2013-05-02,214.470001,214.470001,99.230003,99.230003,99.230003,603
2013-05-03,144.029999,144.029999,103.809998,103.809998,103.809998,210
2013-05-04,103.809998,127.800003,103.809998,127.800003,127.800003,309
2013-05-05,127.800003,134.949997,123.919998,125.180000,125.180000,2354
2013-05-06,125.180000,126.099998,115.489998,115.489998,115.489998,2719
2013-05-07,115.489998,119.139999,115.489998,119.139999,119.139999,476
2013-05-08,119.139999,119.800003,115.489998,116.879997,116.879997,786
2013-05-09,116.879997,123.190002,116.529999,123.190002,123.190002,426
2013-05-10,122.000000,123.190002,119.120003,119.480003,119.480003,892
2013-05-11,119.480003,119.480003,119.480003,119.480003,119.480003,0
